UniProtID,function,process,component
Q07507,,GO:0007155///GO:0008285///GO:0030199,GO:0005576///GO:0005578///GO:0005615///GO:0070062///GO:0031012
O14531,GO:0005515///GO:0016787///GO:0016810///GO:0031005,GO:0007399///GO:0070997///GO:0097485,GO:0005737///GO:0005829
Q96DN6,GO:0003682///GO:0003677,GO:0016579,GO:0001650///GO:0005634///GO:0005654///GO:0005694///GO:0010369
P05305,GO:0005102///GO:0005125///GO:0005179///GO:0005515///GO:0031707///GO:0031708,GO:0000122///GO:0001501///GO:0001516///GO:0001569///GO:0001666///GO:0001701///GO:0001821///GO:0003100///GO:0006885///GO:0007166///GO:0007186///GO:0007204///GO:0007205///GO:0007267///GO:0007507///GO:0007585///GO:0007589///GO:0008217///GO:0008284///GO:0009953///GO:0010193///GO:0010259///GO:0010460///GO:0010595///GO:0010613///GO:0010870///GO:0014032///GO:0014065///GO:0014823///GO:0014824///GO:0014826///GO:0015758///GO:0016049///GO:0019229///GO:0019233///GO:0019722///GO:0030072///GO:0030185///GO:0030195///GO:0030335///GO:0030818///GO:0031583///GO:0032269///GO:0032308///GO:0032496///GO:0033574///GO:0034392///GO:0034696///GO:0035094///GO:0035556///GO:0035690///GO:0035810///GO:0035815///GO:0035994///GO:0042045///GO:0042310///GO:0042313///GO:0042474///GO:0042482///GO:0042493///GO:0042554///GO:0043179///GO:0043200///GO:0043406///GO:0043507///GO:0044321///GO:0045321///GO:0045429///GO:0045793///GO:0045840///GO:0045944///GO:0045987///GO:0046887///GO:0046888///GO:0048016///GO:0048514///GO:0048661///GO:0050880///GO:0051091///GO:0051216///GO:0051482///GO:0051771///GO:0051899///GO:0051930///GO:0060137///GO:0060298///GO:0060585///GO:0061051///GO:0070101///GO:0071277///GO:0071346///GO:0071347///GO:0071356///GO:0071375///GO:0071385///GO:0071389///GO:0071398///GO:0071456///GO:0071548///GO:0071559///GO:0071560///GO:0090023///GO:1902074///GO:0030593,GO:0005576///GO:0005615///GO:0005737///GO:0030133///GO:0033093///GO:0045178///GO:0048237
P09326,GO:0004872///GO:0005515,GO:0002819///GO:0006952///GO:0050900,GO:0005886///GO:0005887///GO:0016020///GO:0031225///GO:0045121///GO:0070062
P20827,GO:0005102///GO:0005515///GO:0046875,GO:0000122///GO:0000165///GO:0000187///GO:0001525///GO:0003180///GO:0003183///GO:0003199///GO:0007267///GO:0010719///GO:0014028///GO:0016477///GO:0030182///GO:0033628///GO:0034446///GO:0043535///GO:0045765///GO:0048013///GO:0050730///GO:0050731///GO:0050770///GO:0061002///GO:0070244,GO:0005576///GO:0005622///GO:0005886///GO:0005887///GO:0016020///GO:0031225///GO:0046658///GO:0070062
Q8IUX8,GO:0005178///GO:0005509,GO:0007049///GO:0007155///GO:0007275///GO:0010811///GO:0030154///GO:0030198,GO:0005576///GO:0005578///GO:0005604///GO:0005615///GO:0016020
Q99962,GO:0005515///GO:0008289///GO:0042802,GO:0002090///GO:0006897///GO:0007018///GO:0007165///GO:0007417///GO:0016191///GO:0019886///GO:0042059///GO:0048488///GO:0061024,GO:0000139///GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030669///GO:0045202///GO:0070062
P20042,GO:0003723///GO:0003743///GO:0005515///GO:0008135///GO:0046872,GO:0001701///GO:0002176///GO:0006412///GO:0006413///GO:0008584///GO:0055085,GO:0005737///GO:0005829///GO:0005850///GO:0005634
Q9Y4G2,GO:0046872,GO:0006810///GO:0006914///GO:0015031///GO:0035556,GO:0005730///GO:0005737///GO:0005764///GO:0005765///GO:0005768///GO:0010008///GO:0016020///GO:0043231
Q9UHF5,GO:0005125,GO:0006954///GO:0006955///GO:0007267///GO:1900017,GO:0005576///GO:0005615
O75251,GO:0002020///GO:0003954///GO:0005515///GO:0008137///GO:0016491///GO:0016655///GO:0046872///GO:0048038///GO:0051536///GO:0051539,GO:0006120///GO:0032981///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0005759///GO:0043005///GO:0043025///GO:0070469///GO:0097060
Q16842,GO:0003836///GO:0008373///GO:0016740///GO:0016757,GO:0006040///GO:0006464///GO:0006486///GO:0009311///GO:0016266///GO:0018146///GO:0018279///GO:0097503,GO:0000139///GO:0005576///GO:0005794///GO:0016020///GO:0016021///GO:0030173///GO:0032580
Q08495,GO:0003779///GO:0005102///GO:0005515///GO:0030507///GO:0043621,GO:0006461///GO:0007010///GO:0008360///GO:0010591///GO:0010763///GO:0010801///GO:0010812///GO:0030036///GO:0030194///GO:0032956///GO:0033137///GO:0035584///GO:0035585///GO:0048821///GO:0050732///GO:0051017///GO:0051489///GO:0051693///GO:0051895///GO:0055085///GO:0070560///GO:0071277///GO:0071320///GO:0090303///GO:0090315///GO:0090527///GO:1900025///GO:1900026///GO:1901731///GO:2001046,GO:0005737///GO:0005829///GO:0005856///GO:0005884///GO:0005886///GO:0012505///GO:0014069///GO:0014731///GO:0015629///GO:0016020///GO:0030863///GO:0031095///GO:0031253///GO:0031410///GO:0042995///GO:0048471
Q9UNN8,GO:0004872///GO:0005515,GO:0007596///GO:0007599///GO:0050819///GO:0050900,GO:0005576///GO:0005813///GO:0005886///GO:0005887///GO:0005925///GO:0009986///GO:0016020///GO:0016021///GO:0070062
O95571,GO:0005506///GO:0016491///GO:0046872///GO:0050313///GO:0051213,GO:0006749///GO:0055114///GO:0070221///GO:0070813,GO:0005634///GO:0005654///GO:0005737///GO:0005739///GO:0005759
P28072,GO:0004175///GO:0004298///GO:0008233///GO:0016787///GO:0045296,GO:0000165///GO:0000209///GO:0002223///GO:0002479///GO:0006508///GO:0006521///GO:0010972///GO:0016032///GO:0016579///GO:0031145///GO:0031146///GO:0033209///GO:0038061///GO:0038095///GO:0043161///GO:0043488///GO:0050852///GO:0051436///GO:0051437///GO:0051603///GO:0055085///GO:0060071///GO:0061418///GO:0090090///GO:0090263,GO:0000502///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005839///GO:0070062
Q9GZS3,GO:0005515,GO:0006351///GO:0006355///GO:0006366///GO:0006368///GO:0016055///GO:0016567///GO:0032968///GO:0043928///GO:0045638///GO:0045944///GO:0051571///GO:0080182///GO:2001162,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0016593///GO:0035327///GO:0055087
Q9NYS7,,GO:0016567///GO:0035556,GO:0005622
P00742,GO:0004252///GO:0005509///GO:0005515///GO:0005543///GO:0008233///GO:0008236///GO:0016787,GO:0006465///GO:0006508///GO:0006888///GO:0007596///GO:0007597///GO:0007598///GO:0007599///GO:0017187///GO:0030335///GO:0051897,GO:0005576///GO:0005788///GO:0005796///GO:0005886///GO:0031233
P35544,GO:0003723,GO:0008150,GO:0005575
P62861,GO:0003723///GO:0003735,GO:0000184///GO:0002227///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0019083///GO:0019731///GO:0050830,GO:0005615///GO:0005622///GO:0005654///GO:0005829///GO:0005840///GO:0015935///GO:0022627///GO:0030529
O00757,GO:0003824///GO:0005515///GO:0016787///GO:0016791///GO:0042132///GO:0042578///GO:0042802///GO:0046872,GO:0005975///GO:0005986///GO:0006000///GO:0006002///GO:0006094///GO:0008152///GO:0016311///GO:0030388,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0030018///GO:0030054///GO:0070062
Q9NXK8,GO:0004842///GO:0005515,GO:0000209///GO:0006511///GO:0016567,GO:0000151///GO:0005737///GO:0005829
Q14802,GO:0005216///GO:0005254///GO:0017080,GO:0006810///GO:0006811///GO:0006821///GO:0034220///GO:1902476///GO:1903779///GO:2000649,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0034707///GO:0070062
Q9NWN3,GO:0005515,,
O14526,GO:0005515///GO:0035612,GO:0006897///GO:0048268///GO:0061024///GO:0072583,GO:0005654///GO:0005829///GO:0005886///GO:0005905///GO:0016020///GO:0030136
Q92540,GO:0004540///GO:0005515///GO:0042162///GO:0043021///GO:0051721///GO:0070034,GO:0000184///GO:0006406///GO:0007004///GO:0035303///GO:0043487///GO:0090501,GO:0005634///GO:0005697///GO:0005737///GO:0005829///GO:0045111
Q6PGQ7,GO:0005515///GO:0019901,GO:0000086///GO:0007049///GO:0007067///GO:0007088///GO:0032880///GO:0051301///GO:0060236,GO:0005829
Q96LX7,GO:0005515,,
P02008,GO:0005344///GO:0005506///GO:0005515///GO:0019825///GO:0020037///GO:0046872,GO:0000122///GO:0006810///GO:0015671///GO:0043249,GO:0005833///GO:0070062
O75380,GO:0008137///GO:0009055,GO:0006120///GO:0006631///GO:0006936///GO:0010259///GO:0022904///GO:0032981///GO:0035264///GO:0055114///GO:0061458///GO:0070584///GO:0072358,GO:0005739///GO:0005743///GO:0005747///GO:0016020///GO:0070469
Q86XS8,GO:0004842///GO:0008270///GO:0016740///GO:0046872,GO:0006915///GO:0012501///GO:0016567,GO:0005737///GO:0016020///GO:0016021
Q9UIM3,GO:0005515,GO:0009314///GO:0050821,GO:0005829
Q3KQU3,GO:0005198,GO:0000226,GO:0005737///GO:0005819///GO:0005829///GO:0005856///GO:0015630
Q86YJ6,GO:0003674///GO:0005125///GO:0016829///GO:0030170///GO:0070905///GO:0004795,GO:0008150///GO:0009071///GO:0016311///GO:0046360///GO:0009088,GO:0005575///GO:0005576///GO:0005615
Q8WVR3,,,GO:0005815///GO:0005886///GO:0043231
O95807,,,GO:0005737///GO:0005783///GO:0016020///GO:0016021
Q6PD74,GO:0005515,GO:0006810///GO:0015031,GO:0005737///GO:0005829///GO:0016607
Q6T4P5,GO:0008195///GO:0016787///GO:0042577,GO:0006644///GO:0007165///GO:0046839,GO:0005887///GO:0016020///GO:0016021
Q96BT3,GO:0003677///GO:0005515///GO:0042393///GO:0046982,GO:0000278///GO:0007049///GO:0007059///GO:0007062///GO:0007067///GO:0034080///GO:0051276///GO:0051301///GO:0051382///GO:1903394,GO:0000775///GO:0000776///GO:0000777///GO:0000788///GO:0005634///GO:0005654///GO:0005694///GO:0005829///GO:0016604
Q7Z478,GO:0000166///GO:0003676///GO:0003723///GO:0003743///GO:0004004///GO:0004386///GO:0005524///GO:0008026///GO:0016787///GO:0043024///GO:0045296,GO:0006396///GO:0006412///GO:0006413,GO:0005737///GO:0005739///GO:0016282
Q3B820,GO:0005515,GO:0007601///GO:0030030///GO:0050896///GO:0060271,GO:0005737///GO:0005813///GO:0005856///GO:0005929///GO:0032391///GO:0036064///GO:0042995
P49593,GO:0003824///GO:0004721///GO:0004722///GO:0005515///GO:0016787///GO:0016791///GO:0033192///GO:0043169///GO:0046872,GO:0006469///GO:0006470///GO:0006915///GO:0010628///GO:0010634///GO:0010811///GO:0016576///GO:0033137///GO:0035690///GO:0035970///GO:0043280///GO:0044387///GO:0045892///GO:0045927///GO:0050921///GO:0051496///GO:0051894///GO:0097193,GO:0005829///GO:0043234///GO:0048471
Q9NWR8,GO:0019855///GO:0005216///GO:0005262///GO:0015292,GO:0006810///GO:0006811///GO:0006816///GO:0006851///GO:0036444///GO:0051560,GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0031224///GO:0031305///GO:0034704///GO:1990246
Q53HC0,GO:0005515,,GO:0005654///GO:0005737///GO:0005813///GO:0005814///GO:0005856///GO:0043231
Q9H079,GO:0005515,,GO:0005730
Q8WVB3,GO:0004553///GO:0004563///GO:0015929///GO:0016787///GO:0016798,GO:0005975///GO:0008152,GO:0005634///GO:0005737
A5PKW4,GO:0004871///GO:0005085///GO:0005086///GO:0005515///GO:0005543,GO:0007165///GO:0032012///GO:0043547,GO:0001726///GO:0005886///GO:0016020///GO:0042995
Q86YJ7,,,GO:0005737///GO:0005768///GO:0005769///GO:0005770///GO:0005886///GO:0016020///GO:0043231
Q96M11,GO:0005515,,GO:0005634///GO:0005737///GO:0005813///GO:0005829///GO:0005886
O95466,GO:0003674///GO:0003779///GO:0005515///GO:0005522///GO:0017048///GO:0032794///GO:0048365///GO:0051015,GO:0006929///GO:0007010///GO:0008360///GO:0009987///GO:0016043///GO:0030036///GO:0030866///GO:0051014,GO:0005737///GO:0005829///GO:0005886///GO:0005938///GO:0016020///GO:0031410///GO:0032059///GO:0042995///GO:0045335///GO:0070062
Q12852,GO:0000166///GO:0004672///GO:0004674///GO:0004709///GO:0004871///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019901///GO:0042803,GO:0000165///GO:0000186///GO:0006468///GO:0007254///GO:0016310///GO:0016572///GO:0018105///GO:0018107///GO:0035556///GO:0046777///GO:2000672,GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0030424///GO:0030426
Q96RR1,GO:0000166///GO:0002020///GO:0003678///GO:0003697///GO:0004386///GO:0005524///GO:0016787///GO:0043139,GO:0006260///GO:0006264///GO:0006268///GO:0006390///GO:0007005///GO:0034214///GO:0051260///GO:0071333,GO:0005739///GO:0005759///GO:0042645
Q9H0Q3,GO:0003674///GO:0005216///GO:0005515///GO:0017080,GO:0006810///GO:0006811///GO:0008150///GO:0034220///GO:1903779///GO:2000649,GO:0005886///GO:0005887///GO:0016020///GO:0016021
Q9NVX0,GO:0003674,GO:0000086///GO:0007049///GO:0007067///GO:0031023///GO:0051225///GO:0051297///GO:0051301///GO:0097711,GO:0005737///GO:0005813///GO:0005815///GO:0005819///GO:0005829///GO:0005856///GO:0005874///GO:0005876///GO:0070652
Q96K37,,GO:0006810,GO:0005794///GO:0016020///GO:0016021
Q96RP7,GO:0001733///GO:0016740///GO:0050656///GO:0050694///GO:0050698,GO:0006790///GO:0007267///GO:0009100///GO:0009247///GO:0009311///GO:0030166,GO:0005794///GO:0016020///GO:0016021///GO:0032580///GO:0070062
P02774,GO:0003779///GO:0005499///GO:0051183///GO:1902118,GO:0006810///GO:0042359///GO:0051180,GO:0005576///GO:0005615///GO:0005829///GO:0043202///GO:0070062///GO:0072562
Q13724,GO:0003824///GO:0004573///GO:0015926///GO:0016787///GO:0016798,GO:0006457///GO:0006487///GO:0008152///GO:0009311,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0070062
Q9NZM5,GO:0003723,GO:0008150,GO:0005622///GO:0005634///GO:0005730///GO:0043231
P49448,GO:0004352///GO:0004353///GO:0005525///GO:0016491///GO:0043531///GO:0070728,GO:0006520///GO:0006536///GO:0006537///GO:0006538///GO:0055114,GO:0005739///GO:0005737
Q9BSF8,,GO:0042327///GO:0044342///GO:1901215,GO:0001650///GO:0005634///GO:0005737
Q14789,GO:0003700///GO:0003723///GO:0005515///GO:0043565,GO:0006355///GO:0006888///GO:0007030///GO:1905793,GO:0000139///GO:0005793///GO:0005794///GO:0005795///GO:0005801///GO:0016020///GO:0016021
Q9HCU9,GO:0004407///GO:0005515///GO:0042826///GO:0051059,GO:0000122///GO:0006351///GO:0006355///GO:0006915///GO:0016575///GO:0032088///GO:0045892///GO:0090312///GO:2000210,GO:0005634///GO:0005654///GO:0005737///GO:0070822
Q8NBJ4,GO:0005515,GO:0006997///GO:0019216,GO:0005615///GO:0005794///GO:0005887///GO:0016020///GO:0016021///GO:0070062
Q8IYL3,GO:0005515,,GO:0005634
P40429,GO:0003723///GO:0003729///GO:0003735,GO:0000184///GO:0006364///GO:0006412///GO:0006413///GO:0006417///GO:0006614///GO:0017148///GO:0019083///GO:0071346///GO:1901194,GO:0005634///GO:0005730///GO:0005737///GO:0005829///GO:0005840///GO:0005925///GO:0015934///GO:0016020///GO:0022625///GO:0030529///GO:0097452
O43292,GO:0005515///GO:0015631///GO:0003923///GO:0034235,GO:0006461///GO:0006506///GO:0006621///GO:0016255,GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0042765
Q9P298,,,GO:0016020///GO:0016021
Q96FK6,,,
Q8IWZ3,GO:0003676///GO:0003723///GO:0005515,GO:0045087,GO:0005737
Q8NEV4,GO:0000146///GO:0000166///GO:0003774///GO:0003779///GO:0004672///GO:0004674///GO:0005516///GO:0005524///GO:0016301///GO:0016740///GO:0030898///GO:0043531///GO:0060002,GO:0006468///GO:0007601///GO:0007605///GO:0016310///GO:0046777///GO:0050896,GO:0005737///GO:0005856///GO:0016459///GO:0030175///GO:0031941
B2RTY4,GO:0000166///GO:0003774///GO:0003779///GO:0005096///GO:0005515///GO:0005524///GO:0046872,GO:0007165///GO:0007601///GO:0035556///GO:0043547///GO:0051056,GO:0005829///GO:0016020///GO:0016021///GO:0016459///GO:0016461
O14949,GO:0008121,GO:0006122///GO:0021539///GO:0021548///GO:0021680///GO:0021766///GO:0021794///GO:0021854///GO:0021860///GO:0030901///GO:0055114///GO:1902600,GO:0005739///GO:0005743///GO:0005750///GO:0016020///GO:0070469
Q86VK4,GO:0003676///GO:0003677///GO:0005515///GO:0046872,GO:0006351///GO:0006355,GO:0005634
P00390,GO:0004362///GO:0009055///GO:0016491///GO:0016668///GO:0050660///GO:0050661,GO:0000302///GO:0006749///GO:0015949///GO:0045454///GO:0055114///GO:0098869,GO:0005737///GO:0005739///GO:0005759///GO:0005829///GO:0009897///GO:0070062
P68871,GO:0005344///GO:0005506///GO:0005515///GO:0019825///GO:0020037///GO:0030492///GO:0046872///GO:0004601///GO:0031720,GO:0006810///GO:0006898///GO:0007596///GO:0008217///GO:0010942///GO:0015671///GO:0015701///GO:0030185///GO:0042542///GO:0042744///GO:0043312///GO:0045429///GO:0050880///GO:0051291///GO:0070293///GO:0070527///GO:0098869,GO:0005576///GO:0005829///GO:0005833///GO:0031838///GO:0070062///GO:0071682///GO:0072562///GO:1904724///GO:1904813
P62341,GO:0008430,GO:0001514,
P30519,GO:0004392///GO:0005515///GO:0016491///GO:0020037///GO:0046872,GO:0001666///GO:0006788///GO:0006879///GO:0006979///GO:0042167///GO:0043312///GO:0055072///GO:0055114,GO:0005783///GO:0005789///GO:0005886///GO:0016020///GO:0035579///GO:0043231
Q9Y328,GO:0032051,GO:0007212///GO:0016197///GO:0048268,GO:0005768///GO:0005794///GO:0016020///GO:0016021///GO:0030659///GO:0031410///GO:0032580///GO:0032585
Q9UK76,,,GO:0005634///GO:0005730///GO:0031965
Q17R89,GO:0005096///GO:0005515///GO:0005543///GO:0048365,GO:0006887///GO:0007165///GO:0032956///GO:0035021///GO:0043087///GO:0043547///GO:0051056///GO:0061001///GO:0098886///GO:0098887,GO:0005737///GO:0005768///GO:0005829///GO:0030054///GO:0031256///GO:0042995///GO:0043197///GO:0045202///GO:0055037
P62701,GO:0003723///GO:0003735///GO:0005515///GO:0019843,GO:0000184///GO:0006364///GO:0006412///GO:0006413///GO:0006614///GO:0007275///GO:0008284///GO:0019083///GO:0045727,GO:0005622///GO:0005654///GO:0005737///GO:0005829///GO:0005840///GO:0005844///GO:0005925///GO:0015935///GO:0016020///GO:0022627///GO:0030529///GO:0031012///GO:0036464///GO:0070062
Q12988,,GO:0006986,GO:0005634///GO:0005737///GO:0016607
Q9NRN5,,GO:0007275,GO:0005576///GO:1903561
Q96DV4,,GO:0070125///GO:0070126,GO:0005739///GO:0005743///GO:0005762///GO:0005840///GO:0030529
Q6X4W1,GO:0048306,GO:0035307///GO:0043523///GO:0048168///GO:0048814///GO:0071230///GO:0071257///GO:0071371///GO:2001222///GO:2001224,GO:0005634///GO:0005635///GO:0005654///GO:0005719///GO:0005737///GO:0005856///GO:0005886///GO:0005938///GO:0014069///GO:0016020///GO:0016363///GO:0030054///GO:0030425///GO:0030863///GO:0031965///GO:0042995///GO:0043005///GO:0043204///GO:0045202///GO:0045211///GO:0097440
Q96EW2,GO:0005515,,GO:0005737
Q9BWC9,GO:0005515,,GO:0005634///GO:0005829
Q9GZP4,,GO:0006974,GO:0005634
Q93033,GO:0016812,GO:0002763///GO:0007166,GO:0005886///GO:0016020///GO:0016021///GO:0070062
P50502,GO:0005515///GO:0019904///GO:0030544///GO:0030674///GO:0032403///GO:0032564///GO:0042802///GO:0051082///GO:0051087,GO:0006457///GO:0051260///GO:0061084///GO:0070389,GO:0005737///GO:0005829///GO:0043234///GO:0070062
Q8IZP2,,,GO:0005737///GO:0070062
A1L0T0,GO:0000287///GO:0003674///GO:0003824///GO:0005515///GO:0016740///GO:0030976///GO:0046872,GO:0008150,GO:0016020///GO:0016021
Q9NPH2,GO:0004512///GO:0005515///GO:0016853,GO:0006021///GO:0006629///GO:0008654///GO:0043647,GO:0005737///GO:0005829
Q8NE71,GO:0000166///GO:0003723///GO:0005515///GO:0005524///GO:0008135///GO:0008494///GO:0016887///GO:0043022,GO:0006412///GO:0006413///GO:0006954///GO:0045727///GO:0055085///GO:0042254,GO:0005634///GO:0005635///GO:0005654///GO:0005737///GO:0005829///GO:0005840///GO:0016020///GO:0042788
Q96B36,GO:0005515,GO:0006469///GO:0032007///GO:0038202///GO:0043523///GO:0045792///GO:0048011///GO:1900034,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0043234///GO:0031931
Q9NWY4,GO:0005515///GO:0042393,GO:0006974///GO:0010835,GO:0005634
Q92665,GO:0003723///GO:0003735///GO:0005515///GO:0019904,GO:0070125///GO:0070126,GO:0005730///GO:0005739///GO:0005743///GO:0005763///GO:0005840///GO:0030529
O75665,GO:0005515///GO:0042802///GO:0043014///GO:0043015,GO:0000086///GO:0030030///GO:0060271///GO:0060287///GO:0097711///GO:0007067///GO:0007099///GO:0090307,GO:0005634///GO:0005737///GO:0005813///GO:0005814///GO:0005815///GO:0005829///GO:0005856///GO:0005929///GO:0016020///GO:0034451///GO:0036064///GO:0042995
Q9UH03,GO:0000166///GO:0003674///GO:0005515///GO:0005525///GO:0042802,GO:0007049///GO:0051301,GO:0005737///GO:0005856///GO:0030054///GO:0045202
O76024,GO:0005515///GO:0005516///GO:0031625///GO:0033613///GO:0048306///GO:0051117,GO:0000122///GO:0001822///GO:0003091///GO:0006983///GO:0007601///GO:0007605///GO:0022417///GO:0030433///GO:0030968///GO:0031016///GO:0031398///GO:0032469///GO:0034976///GO:0036498///GO:0042048///GO:0042593///GO:0043069///GO:0043433///GO:0043524///GO:0045762///GO:0045927///GO:0050821///GO:0050877///GO:0051247///GO:0051928///GO:0055074///GO:1902236///GO:1903892///GO:2000675,GO:0000502///GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030176///GO:0030425
Q9Y6Y0,,GO:0006383///GO:0008380///GO:0009615///GO:0016032///GO:2001243,GO:0005634///GO:0005654///GO:0005667///GO:0005681///GO:0005737///GO:0005829///GO:0005856///GO:0015629
Q96SI1,GO:0005515,GO:0007275///GO:0051260,
Q5MNZ9,GO:0005102///GO:0030331///GO:0032266///GO:0050681///GO:0080025,GO:0006914///GO:0016236///GO:0036498///GO:0048203,GO:0000139///GO:0000407///GO:0000421///GO:0005737///GO:0005768///GO:0005794///GO:0005802///GO:0005829///GO:0005856///GO:0010008///GO:0016020///GO:0030136///GO:0031410///GO:0034045
Q92628,GO:0000166///GO:0005524,,
Q9ULJ1,,,GO:0005813
O43240,GO:0004252///GO:0008233///GO:0008236///GO:0016787,GO:0006508///GO:0007049,GO:0005576
Q9NS87,GO:0000166///GO:0003677///GO:0003774///GO:0003777///GO:0005515///GO:0005524///GO:0008017///GO:0016887,GO:0006890///GO:0007018///GO:0007067///GO:0008283///GO:0019886,GO:0005737///GO:0005813///GO:0005819///GO:0005829///GO:0005856///GO:0005873///GO:0005874///GO:0016020
Q9H492,GO:0005515///GO:0005543///GO:0008429///GO:0031625,GO:0000045///GO:0000422///GO:0006914///GO:0010040///GO:0010288///GO:0016236///GO:0031667///GO:0034198///GO:0043278///GO:0070301///GO:0071280///GO:0097352,GO:0000421///GO:0005737///GO:0005770///GO:0005776///GO:0005829///GO:0005856///GO:0005874///GO:0012505///GO:0016020///GO:0031090///GO:0031410///GO:0044754
P56470,GO:0016936///GO:0030246,GO:0007155,GO:0005615///GO:0005829///GO:0005886
Q96Q04,GO:0000166///GO:0003674///GO:0004672///GO:0004674///GO:0005524///GO:0016301///GO:0016740///GO:0046872,GO:0006468///GO:0010923///GO:0016310,GO:0000139///GO:0005575///GO:0005794///GO:0016020///GO:0016021///GO:0030424///GO:0030425///GO:0042995
Q5VV52,GO:0003676///GO:0003677///GO:0046872,,GO:0005634
Q49AJ0,GO:0052689,GO:0044255,
Q9BTY7,GO:0003674,GO:0008150,GO:0005575
Q8N2U0,GO:0003674,GO:0008150,GO:0016020///GO:0016021///GO:0070062
Q9H3H1,GO:0000166///GO:0003676///GO:0005524///GO:0008270///GO:0016740///GO:0046872///GO:0052381,GO:0008033///GO:0070900,GO:0005575///GO:0005737///GO:0005739///GO:0005759
Q6YP21,GO:0003723///GO:0003824///GO:0008483///GO:0016212///GO:0016740///GO:0016829///GO:0030170///GO:0042803///GO:0047315///GO:0047804,GO:0006103///GO:0006520///GO:0009058///GO:0070189///GO:0097052,GO:0005739
Q9NRX3,GO:0004129,GO:1902600,GO:0005751
O76027,GO:0001786///GO:0005509///GO:0005515///GO:0005543///GO:0005544///GO:0015464///GO:0042803,GO:0007165///GO:0016337,GO:0005829///GO:0009986///GO:0070062
Q9BXR0,GO:0008479///GO:0016740///GO:0016757///GO:0016763///GO:0042803///GO:0046872///GO:0046982,GO:0006400///GO:0008033///GO:0008616///GO:0101030,GO:0005634///GO:0005737///GO:0005739///GO:0005741///GO:0016020
Q9NPR9,,,GO:0016020///GO:0016021
Q8IXR5,,,
P32456,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0016787,GO:0006955///GO:0060333///GO:0060337,GO:0000139///GO:0005654///GO:0005737///GO:0005794///GO:0005829///GO:0015629///GO:0016020///GO:0048471
O95372,GO:0008474///GO:0016787///GO:0045296///GO:0052689,GO:0002084///GO:0006629///GO:0006631///GO:0007411,GO:0005737///GO:0005829///GO:0070062
O60832,GO:0003720///GO:0003723///GO:0005515///GO:0009982///GO:0016853///GO:0034513///GO:0070034,GO:0000495///GO:0001522///GO:0006364///GO:0006396///GO:0007004///GO:0008283///GO:0009451///GO:0031118///GO:0031120///GO:0032212///GO:0033979///GO:0042254///GO:0051973///GO:0090669///GO:1904851///GO:1904874///GO:1990481,GO:0001650///GO:0005634///GO:0005654///GO:0005697///GO:0005730///GO:0005737///GO:0015030///GO:0030529///GO:0031429///GO:0072589///GO:0090661
Q8NCC3,GO:0004622///GO:0005543///GO:0008374///GO:0016740///GO:0016746///GO:0016787///GO:0047499,GO:0006629///GO:0006631///GO:0006650///GO:0006672///GO:0009062///GO:0016042///GO:0034638///GO:0046338///GO:0046470,GO:0005576///GO:0005615///GO:0005654///GO:0005739///GO:0005764///GO:0016020///GO:0043231///GO:0070062
Q9ULX9,GO:0003677///GO:0003700///GO:0043565,GO:0001701///GO:0006351///GO:0006355///GO:0006366///GO:0007567///GO:0007596///GO:0035914///GO:0045604,GO:0005634///GO:0005654///GO:0005739
Q9Y5U8,GO:0003674///GO:0050833,GO:0006810///GO:0006850///GO:0008150///GO:0061732///GO:1902361,GO:0005575///GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0031305
Q9Y3D7,GO:0005515,GO:0001503///GO:0006810///GO:0015031///GO:0030150///GO:0032780,GO:0001405///GO:0005739///GO:0005743///GO:0005744///GO:0005759///GO:0016020///GO:0031314///GO:0043234
Q9NQW7,GO:0004177///GO:0008233///GO:0008237///GO:0016787///GO:0030145///GO:0042803///GO:0046872///GO:0070006,GO:0006508///GO:0010815,GO:0005737///GO:0005829///GO:0070062
P27449,GO:0005515///GO:0015078///GO:0031625///GO:0046933///GO:0046961,GO:0006810///GO:0006811///GO:0007042///GO:0008286///GO:0015991///GO:0015992///GO:0016032///GO:0016241///GO:0030177///GO:0033572///GO:0034220///GO:0043312///GO:0090383,GO:0000220///GO:0005765///GO:0005773///GO:0005774///GO:0005886///GO:0005925///GO:0010008///GO:0016020///GO:0016021///GO:0030670///GO:0033177///GO:0033179///GO:0035577///GO:0070062///GO:0070821///GO:0101003
Q96ER3,,,GO:0005615
